text,sentiment,film_id
dosti jiný lynch výborná badalamentiho hudba a richard farnsworth coby alvin straight putující aneb i cesta může být cíl a cíl taky může být cíl,positive,6258
il buono il brutto il cattivo bol film ktorý som zhliadol len z jedného d vod a to aby som mal nesk r odpozeraných prvých najlepších a prvých najob úbenejších filmov once upon a time in the west som pozeral z úplne rovnakého d vodu a osobne mi to pripadalo ako klasický western v ktorom sa niekto niekomu mstí nič viac nič menej,positive,5911
většinu filmu to vypadalo že sleduju normální príběh poslední půlhodinu však lynch udělal rázný obrat a já jen nechápavě zíral úplně mi zamotal hlavu docela mi pak pomohlo vysvětlení v komentářích k filmu na filmpubu ale i kdybych to nepochopil tak ten film obstojí právě pro skvěle vybudovanou tajemnou atmosféru zajímavé herecké výkony a dobrou hudbu angelo badalamenti si zde zahrál mafiána který je nespokojený s kávou,positive,6256
je to pochopitelně totální sračka ale za skvělého rodena při jehož scénách jsem se zcela upřímně smál a onu nostalgii počátku let tu jednu hvězdičku musím dát vznikly tu i strašnější filmy které se navíc narozdíl od kanárské spojky braly vážně pozn invalida na vozíku v podání chýlkové mě dost vyděsil,negative,9058
trilogie která se bude ve vašich myšlenkách pomalu rozkládat a další roky bude pro vás stále dokonalejší dokonalé ve všech stránkách filmu the fellowship of the ring the two towers the return of the king se min,positive,4712
v životě bych neřekl žerozkošňoučký dokonale asimilovaný vždy vítaný a pro svou novou vlast do úmoru pracující imigrant který zrovna nezapaluje auta na pařížském předměstí a ochrnutý galský dustin hoffman mě skoro dvě hodiny přinutí smíchy chrchlat průduškový hlen tam kde by zaoceánská produkce vypotila na slizký patos s trapným kýčem nasazují žabožrouti naprosto dokonalý brutální charm a je z toho snad ta nejlepší komedie co jsem za posledních pár let viděl mám teď úplně chuť adoptovat si vlastního kvadruplegika jsem upřímně zvědav jak dlouho potrvá než to universal nebo paramount zprzní nějakým náramně vypečeným rymejkem ve kterém bude nechutný seth rogen vynášet bažanta denzela washingtona to bude taková legrace až s tím třeba spadne na schodech a tak,positive,306731
jakmile dáte na speciální efekty menší sumičku hned se vám to projeví na celým filmu tady by to nezacharánily ai sebelepší hollywodské hvězdy protože dívat se na včely které jsou digitálně vytvořeny a takto je vidíte celý film tak to s vámi nic neudělá stejně tak to letadlo které ve vzduchu je digitální a uvnitř pouhé rekvizity,negative,13178
na osem minút je to asi to najnudnejšie čo som videl začína to ako porno končí to ako predohra ach lynch,negative,6249
výborná adaptace výborné knihy při které mi bylo jako matce malého dítěte hodně nepříjemně umění režisérky linne ramsay spočívá hlavně v tom že všechno zlé a děsivé se odehrává mimo kameru a divákovi to tak o to víc nahání husí kůži osobně nesouhlasím s názory některých uživatelů že malý kevin se jim zdál až moc zlý a démonický z osobní zkušenosti můžu potvrdit že některé děti jsou už odmalička opravdu zlé škodolibé a kruté a záleží především na rodičích jestli jim ukážou správné hranice a vzorce chování filmová eva výborná tilda swinton byla jako matka nevyzrálá nezkušená a bojácná čehož kevin naprosto využíval a zkoušel kam až se dá dojít trochu mi vadila přemíra červené barvy která byla někdy až zbytečná úvodní rajčatová scéna a chyběly mi dvě důležité scény z knihy konfrontace s otcem a scéna z vězení kdy kevin evě předal speciální dárek srovnání film knížka lionel shriver,positive,277621
trochu nuda ale čím asi tak může sériový vrah překvapit snad jen filmovým zpracováním a to zrovna není tenhle případ,negative,6237
je to viac hriešny tanec bez príbehu ako discopríbeh dej teda nulový a ešte aj tú hudbu michal david odflákol keď zásadný záverečný tanec sa konal pri prevzatej skladbe mandy na dievčatá sa akurát príjemne pozeralo no kráska a smetiar je ve mi smiešna kombinácia,negative,343970
kdysi dávno jsem viděl v kině a tak jsem se rozhodl osvěžit paměť doporučuji nečíst zdejší obsah protože toho vyzrazuje zbytečně moc každopádně obří polda vynořující se ze stínů dokáže svými prackami v bílých rukavicích oběť nejen zvednout do vzduchu ale ještě jí zlomí vaz a následně odhodí místo obušku má dlouhý nůž co zajede do krčku či břicha jedna báseň a když na to přijde zanechá za sebou rovnou kopici mrtvol najednou jo a taky se tu létá z oken dokonce vyplachtí i postava u níž by to jeden nečekal jo zabiják se prostě nezastaví před nikým a těm nevěřícím tomášům to člověk až tak nějak přeje klasická osmdesátková záležitost s dobrou hudbou a efektní automobilovou honičkou si ponechala otevřený konec hodnocení ponechávám,positive,6238
zvolna plynoucí deprese se záplavou deště šera a nejistoty geniální šílenec v pozadí zamlklý a mírně nesmělý policejí veterán mladý dříč po jeho boku a jeho posmutnělá manželka fatální závěrečná půlhodina a finále které v první vteřině vypadá jednoduše ale po skončení filmu nabývá na síle a v divákovi dlouho doznívá vřele doporučuji druhé zhlédnutí kde se dá najít několik náznaků k pointě jigsaw a ostatní plagiátoři se můžou jít nechat vysmát,positive,2671
vánoční šlágry slepující několik banálních medailonků jakože o lásce leč ve většině případů jde hovořit spíše o sexuálním zaujetí které se nám tu předvádí jako ten nejvyšší cit čest výjimkám to množství příběhů si zálibně prohlíží svou kurióznost jež je zábavná pouze v případě krásně cynického zpěváka tou kuriózností omlouvá nevěrohodnost svých postav je to přece zábava premiér který obchází dlouhou ulici aby našel svou milou či pár který se seznámil při točení erotické scény holky dělící se o jednoho chlapa z banálního důvodu a množství postav nejspíš berou jen jako výmluvu pro jejich plochost neboť no nebyl čas je vylíčit nighyho hlášky jsou ale vtipné pročež silné,negative,43677
stokrát lepší než celý opěvovaný seriál tohle má tah na branku je to neskutečně tajemné ujeté a drásající seriál byla nuda úvod filmu jakoby neměl skoro nic společného s twin peaks možná proto v mých očích dalece převyšuje vše co jsem v souvislosti s twin peaks viděl a to jsem asi viděl vše co se vidět dalo během návratu do městečka laťka zase klesne ale to jen proto aby se připravil úžasný závěr ve filmu chybí všechny ty zbytečné a svou stupiditou deptající postavy je tu nová hudba ta stará už mi ke konci seriálu začala lézt solidně krkem a zvlášť v hypnotické scéně v baru plní dokonalou funkci trpaslík nezklamal taneční číslo si však dát mohl bob iritoval méně než v seriálu pro mě skoro dokonalé překvapení kdyby bylo takové celé twin peaks je to můj velmi oblíbený seriál ten naroubovávaný humor mi v něm totiž nesedí plný počet ale nějak nemohu dát ani filmu,positive,6260
slabé jediný příjemný moment neznámé svítící druhy v podmořské jeskyni ovšem i tady je slabina všechny blikají naprosto shodně taky už je na tom computeru mohli trochu rozhodit aby to nevypadalo tak moc uměle a zázračné objevení jedné z postav na hladině když ještě před pěti vteřinami byla o kilometru hlouběji a čekala na dně na záchranu tomu dodává korunu logiku v tomhle filmu nehledejte i tak omletá věc jako útok velké žravé potvory se dá natočit neskonale lépe,negative,131733
nemůžu za to ale nevěřím že se můžou na světě dít takové věci chtěl bych vidět sedumnástiletého kluka který by se choval tak jako ti v tom filmu naivita prostupující celý film mi strašně vadila a ta poslední scéna mě fakt dostala klasicé hollywoodské postupy určitě to dostalo kotel oscarů něco jako pravidla moštárny špatně zpracovaný dobrý nápad,negative,9558
podivny nic nerikajici naturalisticky zblebt pana lynche omlouva snad jedine fakt ze je tento snimek natocen v dobe kdy se pravdepodobne jeste hledal jeho nasledna tvorba dokazuje ze je tento ulet ojedinely a ze se vzapeti rychle nasel jen mam trosku obavy aby se nam na stara kolena zase neztratil viz darkened room,negative,6246
mulholand drive nám odhaluje očekávání jež o filmu máme tím že je nenaplní aby bylo možné zachovat si logiku vyprávění a také zdravý rozum nutí nás lynch vybrat si jednu ze dvou částí filmu a té uvěřit a druhou chápat pouze jako fantaskní snovou za mnohem rozumnější však považuji takový soud nedělat a pozorovat pouze zřejmé a konec konců vysoce logické vztahy mezi těmito částmi doporučuji raději než chápat jednu část jako sen vidět jako sen obě právě vztahy mezi oběma částmi jsou tím nejzajímavějším co nám film nabízí pokud se nebudeme snažit film racionálně rozluštit jako narativně posloupné dílo ale přijmeme ho v jeho imaginární do sebe zaseknuté kruhové podobě budeme moc najednou logicky luštit přítomnost symbolických snových znaků mám tenhle film ráda protože se mi nezdá že je vhodný k jednomu zhlédnutí a dost spíše je určen k nekonečně pokračující diskuzi o něm a mě se líbí když mi tohle filmy umožňují,positive,6256
ďalší lynchov počin ktorému som nepochopil david má naozaj zvláštne chví ky a pocity na mňa to nevplýva nijak možno mal snímok sp sobiť nejaký pocit ako depresiu alebo čo ale u mňa teda nie rozpočet asi nebol najvyšší ale asi to ani na seba tiež zrovna nezarobilo,negative,6257
úžasný film u kterého po každém zhlédnutí prožívám a užívám jako bych shawshank viděl poprvé film plný emocí nadějí skvělých herců no prostě a jednoduše frank darabond dokázal natočit bezchybný a ve všech ohledech dokonalý film který snad nikoho nenechá chladného get busy living or get busy dying,positive,2294
málokdy se vidí aby se z něčeho stala skoro ihned klasika na rozdíl od soudruhů z ndr neudělal hřebejk chybu když sáhl po knihách petra šabacha v naší nové elektrické troubě aspoň tady bude chvíli řvát někdo jinej drápem vole a těm proletářům celého světa kteří mají něco proti vzkazuju ale vždyť víte,positive,4570
nevim jesli nejlepsi komiksovej film vsech dob jednak sem urcite vsechny nevidel a navic clovek uz si to vsechno nevybavi ale rozhodne jeden z nejlepsich a to vlastne plati i v rovine nekomiksovejch filmu nolan to tentokrat totiz rozjel kurevskym zpusobem film cloveka chytne hned od uvodniho vyloupeni banky a jelikoz dej svizne utika kupredu a porad se neco deje nepusti az do zaverecnejch titulku jinak pribeh je dostatecnej zadny zvraty nebo tak se sice nekonaj ale stejne to je spis o jednotlivejch postavach nicmene tady bych mel prvni vytku jakej smysl tu mela postava cilliana murphyho fakt netusim a two face se objevi az ke konci a zaslouzil by daleko vic prostoru taky mi prisel zbytecnej ten hlubokej batmanovo hlas ale bylo to uz v minulym dilu tak se neda nic delat jinak bale odvadi svuj nadprumer vetsina silnejch scen je ale v masce takze trochu jeho herectvi zanikne jinak ten jeho kostym fakt sem si nijak neuvedomil ze muze otacet hlavou no a co se tyce jokera ledger je naprosto famozni a clovek se tem jeho vtipkum dokonce zasmeje srovnavat s nicholsonem to moc nejde on byl precejen takova komiksova postava ktera by se sem nehodila naproti tomu ledgerovo joker je naprostej psychopat kterej ale pusobi jako realna a nebezpecna postava ale nechapu proc byl takovej problem ho sejmout zadny specialni schopnosti nema co se tyce ostatnich caine freeman i oldman odvadi svuj standart maggie je sice lepsi herecka nez katie ale vzhledove uz ji to jinde sluselo vic no a aaron je fakt neskutecnej sympatak a kdyz uz je pak znetvorenej tak je spravne nechutnej ale prislo mi ze to speceny maso vypada uz dost zaschle precejen bych cekal ze bude mokvat nebo tak neco ale to uz by byla asi moc velka prasarna jeste bych mel jednu drobnou vytku obcas tu je naka nelogicnost a nebo nekdo jedna dost stupidne ale to jsou jen takovy drobnosti a je to vyjimecne nolan zkratka natocil po filmarsky strance bezchybnej film s paradnima trikama skvelou hudbou perfektnima hercema a fakt kulervoucima scenama prekonal batman zacina a splnil moje ocekavani,positive,223734
film ako celok nep sobil až tak strašne a ani ve mi nenudil ale keď prišli na scénu efekty musel som sa smiať hneď mi bolo jasné prečo tá tsunami musela prísť v noci tým pádom nebolo skoro nič vidno radšej pri scéne s rúčkovaním nad elektrickým káblom som miestami strácal nad sebou kontrolu a mal nutnosť to prepnúť lebo som nepochopil ale myslím že nie mojou chybou po váhaní a premýš aní dávam ale to len preto lebo som sa nenudil,negative,279546
koprodukce s jinými státy českým filmům vždycky prospěly u labakana ač ho mám nostalgicky rád si ale nejsem jistý,negative,5368
pm entertainment známy svojimi deštruktívnymi automobilovými naháňačkami občas myslela aj na mládež a točila s t j robertsom teen mlátičky toto je jedna z nich tuctovka ktorá neodradí fanúšikov rokov a pobaví hlavné nástky,negative,131364
ta podoba s blair witch project v závěru byla až nestydatá boužel to bylo ale taky to nejlepší na celém filmu,negative,277529
v rámci tvorby asylum to lepší dost povedené v rámci jiných béčkových snímků pořád nedostatečné ono to není jen tím malým rozpočtem takže na zabití času ok ale jako fanda opravdového terminátora říkám rezolutně ne,negative,257481
po mnoha letech znovu shlédnuto a původní názor jsem přeci jenom musel přehodnotit jasně ani teď nedám plný počet ani si to nebudu cpát do topky stejně jako prostě nesdílím názor že je to nejlepší film všech dob ale zase když mě nějaký snímek přiková k obrazovce a nenudí ani na chvilku i přes větší délku a pomalejší tempo vyprávění tak je to rozhodně důkazem kvalitního filmu rozhodně asi vrchol herecké kariéry pro robbinse freemana mám přeci jen radši v sedm perfektní typický devadesátkový dabing a pěkný příklad snímku o nikdy neumírající naději bez zbytečného patosu který třeba přeceňovanou zelenou míli strká do kapsy jenom ten možná až moc idylický konec kdy hlavnímu hrdinovy vyjde na co sáhne bych lehce vytknul jinak super film,positive,2294
tak díky ivysílání jsem si konečně mohl doplnit vzdělání no působí to jako klon duny od asyla křížený se studiem kamarád jedna hvězda za snahu,negative,26960
s třetím dílem se vrátila tajemnost jedničky hudba je skvělá skvěle se hodí cordelli zůstala stará maska jen trošku ohořelejší byl jsem i příjemně překvapen i chvilkovým výstupem hvězd třeba jako je robert forsterem matt si vymyslel pár dobrejch vražd eletrické šoky na střeše leisrová operace konec je dobře natáhnutý a scéna s hořícím autem byla zvládnuta na jedničku a ten kousek s hořící ruka jak si připálit cigaretu a ten otevřený konec že cordell ještě stále žije bez ruky spálený na úhel mi na vždy zůstane,positive,6240
nejvýše vyzdvihnout si bezesporu zaslouží atmosférická hudba která je nyní v mých očích s tímto filmem tak úzce spjata příběh několika zručných podvodníčků mi vážně sedl navíc když jsem nedávno dočetl podobnou knihu od scotta lynche jejíž děj byl ale situován do fantasy města ne nepodobného benátkám paul newman budou spolu s robertem redfordem navždy patřit mezi nejvýraznější a nejzapamatováníhodnější hollywoodské ikony a tento film je zářivým příkladem toho proč tomu tak je charisma obou zmíněných sálá už jen z průvodního plakátu ke snímku zase tolik se mi výtvor george roye hilla ale nelíbil a nějaké mušky bych také dokázal najít abych mu udělil maximální rank především mne překvapilo že snímek hodně stojí na výborných hercích na úkor napínavých momentů jsou zde spíše scény ve kterých jsem byl svědkem promyšleného plánu a sledování jeho realizace a ani to nezabránilo občasnému pocitu že režisér mohl sem tam popohnat kameru a něco málo vynechat za sebe musímpodrazohodnotit jako excelentní divadlo sympatických zlodějíčků a jejich ďábelského plánu od kterého jsem čekal malinko větší šmrnc,positive,15046
proč tak precizně složitě vybudovanou psychologii postav jejichž mentální napětí se pomalu a nezastavitelně stupňuje v kontrastu ke stále poklidné pohádkové krajině musí narušovat někdo oproti sestrám charakterově plochý a otravně věčně vševědoucí takový jako je mr dean,positive,7408
vraj najlepsi film alberta pyuna ale mne to prislo rovnako mizerne ako jeho ostatne filmy jednu hviezdicku davam len preto ze to bolo miestami neskutocne zabavne,negative,7536
já vím já vím asi to přeháním ale mě se to prostě líbilo taková nenáročná blbůstka ale dalo se na to koukat to je hlavní,negative,140580
naivní pokus o českou kovbojku a ještě střiženou loupež kluci hrající si na kovboje se šátky přes ústa rudolf jelínek kterému jsem nikdy neodpustila zemana barevný materiál tehdy mohli dáte na kvalitnější produkci i když rok žádným veledílem nezářil jen před chvílí hodnocená baldová v morálce a pátém kole ale dovedu si představit jak tehdejší teens film doslova žrali ve škole pod lavicí rodokaps a odpoledne do bijáku,negative,7401
reálně jedinej důvod proč jsem tomuhle filmu dal je olda to je jediná postava která za něco stojí protože ostatní postavy jsou úplně k ničemu stejně jako scénář,negative,1268501
práce s časovou smyčkou svádí k překombinovanosti a zvláště v novějších filmech se člověk často ztrácí v ději tady to ale funguje výborně dějová linka je bez problémů sledovatelná proč to šlo v letech a nejde to dnes neotřepané téma výborné triky a v neposlední řadě standardně skvělé herecké výkony jako vždy úžasná marie rosůlková která z epizodní role dokáže vytěžit maximum její překvapení když se omylem ocitne ve vůdcově hlavním stanu jéé patri podívej to je hitler nemá chybu ale asi mám osobní problém s petrem kostkou nepochybuji o jeho hereckých kvalitách ale na můj vkus hraje vždy se stejnou rutinou a předvídatelností přestože mi úplně nesedí nedokážu říct jestli by dvojroli sourozenců burešových někdo zahrál lépe co mě ale ruší je moralizující závěr který se objevuje i v jiných typově podobných filmech zasáhne veřejná bezpečnost zlo je potrestáno a všechno se vrací do poklidné socialistické reality,positive,7404
oceňuji odvahu tvůrců pustit se do žánru sci fi a obsadit ho celkem velkou hromadou českých kvalitních herců ale výsledek to se nedá koukat,negative,26960
sú nejakí podozriví zatia len ty režijne celovečerne debutujúci tomáš kučera nakrútil nízkorozpočtový slasher určený fanúšikom slasheru a chalanom ktorých frajerky sa radi boja pri krvákoch čo sa gore týka i vzh adom na malý rozpočet je to slušné v posledných troch úmrtiach to slušne strieka a často to cituje m j ob úbený vreskot k tomu logické nedostatky ako je možné že na konci zavolali políciu keď v budove nebol signál pekné dievčatá a znepokojujúca tiesnivú atmosféru viac v mojej recenzii na recenzie org,negative,229857
jedno z nejlepších děl naší národní tvorby devadesátých let představuje současně jeden z mála zdařilých pohledů na rok pražského jara a komunistické období vůbec pohled o to cennější že nezkresluje a nedémonizuje žádnou z odpůrčích stran jejichž přednosti v nezkreslujícím protože neúprosném stále dětském pohledu jaksi nejsou ututlávat nebo potlačovat chce se říci ano takoví jsme tehdy také byli,positive,4570
tak to byla stoprocentní smrtící temnota temnota společně s roztřeseně rozmazanými záběry způsobovala naprostou nesledovatelnost filmu a dialogy herecké výkony pointa zkrátka všechno byli opravdu smrtící,negative,229516
rozpočet milióna tržby usa tržby celosvetovo david lynch je teda riadny zvrhlík miestami tu dokáže vytvoriť výborné dusné scény ale ako celok to príde až príliš ukájajúce samé na sebe na tej zvrhlosti úchylnosti ktorá nemá niekedy až také správne miesto v danom príbehu hlavne nech tu toho je ve a aby bolo na čo pozerať,negative,6261
společně s friday the th jeden z nejznepokojivějších slasherů roku osmdesát bohužel to není perfektní avšak nějaké scény jsou bez debat silné nejenom na tu dobu náš antihrdina působí fajn co se týče hereckého spektra nevím však nakolik mi sednul jako záporná postava pokud chcete starší vybroušenější více stresující a ne tolik hloupě zábavný slasher vnímám to jako poměrně správnou volbu,positive,6237
zajímavý starý kousek a paulem newmanem a robertem redfordem který vypráví o jednom velkém podvodu celé se to týká pomsty a koňských dostihů redfrod hraje zlodějíčka kterému místní mafián zabije parťáka chce se tedy pomstít a zároveň ho obrat o prachy k tomu využije právě newmana který už je v tom zběhlý vytvoří dokonalý podraz který je téměř neprokouknutelný stejně bych to rozfofroval,positive,15046
nejlepší comicsák všech dob který paradoxně příběhy z papírových sešitů takřka vůbec nepřipomíná nolan znovu uhnul o pár kroků stranou prakticky se stylizací vzdálil i batman begins a naservíroval realistickou kriminálku která je stejným nářezem pro fanoušky temného rytíře i diváky jimž pan netopýr nikdy nic neříkal kvituji rychlé tempo zhuštění děje a scenáristický záběr ne na jednotlivé postavy které příběh sunou kupředu ale na gotham city jako celek boj dobra se zlem dostal v nolanově režii úplně jiný mnohem relativnější rozměr kolikrát divák netuší co se bude v dalších minutách dít a ačkoliv je při lehké nepozornosti snadné přijít o kontrolu nad příběhem nolan dokazuje že jako vypravěč je ve své kategorii jednoznačným mistrem honička s kamionem bat pod obracečka finále a samotný závěr geniální,positive,223734
a ty čekáš že ještě něco přijde lynch očividně moc dobře zná principy cimrmanovy frustrační kompozice nejdřív přijde očekávání a pak už jenom zklamání,negative,6249
i když měla cool girl na všeobecný výsměch zaděláno dávno před zplozením objetivně není tím nejhorším filmem co jsem kdy viděl a dá se říct že do toho má hodně daleko vidět jej ale nechcete ani ze srandy děj jako z pera umělé inteligence imitující třináctiletou slečnu druhým okem skrolující tiktok je především v závěru tak nepřekvapivý až jsem to sám nečekal až nenormalní je také naprosto robotická absence jakéhokoliv napětí či emocí za to tedy mohou ve velké míře i prkenní herci a neherci s výjimkou nějaké dominique alagie se sympaticky přirozeným projevem a postavou která má jako jediná ve filmu nějaký charakter do pekla pak nemusí ani kameraman odpad si to asi zaslouží protože tohle je rakovina filmu a bad influence pro děti kterým je očividně určen i tak jsem ale viděl větší odpady,negative,1268501
ohrany pribeh o hrdinovi co s nozem a kouskem papiru vykouzli buldozer a vsechny zachrani co by to bylo za kyc kdyby tam nebyl krasna zenska a odporny padouch ktery je strasne chytry a tresnickou na dortu to je souboj f f kristanna loken je ale strasna kunda proto jsem se dival az do konce a ty dve hvezdicky jsou za jeji dve prsa,negative,89504
druhá svetová vojna okupácia po ska varšavské ghetto utrpenie bezbranných nacistická krutosť beznádej slzy smrť pri takejto vážnej téme je naozaj ťažké podrobiť film tvrdej kritike polanskeho pianista by ju však hravo zniesol vysoko profesionálne spracovaný príbeh plný udskosti ktorý dokáže zap sobiť snáď aj na toho najv čšieho cynika radím ho na rovnakú úroveň so spielbergovým snímkom schindlerov zoznam,positive,7355
fim který není úplný shit ale zas tak moc mu k tomu nechybí nevím jak ostatním mě to jako sci fi nepřijde klasický akční film ve kterém sci fi prvky jsou jen pro to aby nalákaly jiné než fanoušky lundgren vandamovské školy kdyby byl natočený v osmdesátých letech tak by rozhodně tak nízké hodnocení neměl a věřím že někteří by mu valili čtyři i pět hvězd z nostalgie tož tak ten film vidím já i když jsem viditelně sám,negative,162926
běž pryč pacholku nemravná z temnej minulosti sa rovno zo stredovekej mučiarne do súčasnosti roky zhmotní cnostná panna hrubešová s magickou schopnosťou meniť miestne pivo na elixír pravdovravnosti čo je obzvlášť praktické v spoločnosti post bo ševických komunálnych politikov pochybných privatizérov hochštaplerských podnikate ov či rovno mafiánov ako jej doppelg ngerovská dvojnica sa objaví žena vamp manipulujúca miestnych papalášov skrz poste prípadne seno slušný nápad aj herecké obsadenie ale samotná realizácia tejto reštitučnej komédie je zúfalo nevtipná a ťažkopádna režisér muchna má na svedomí pár celkom dobrých filmov tu sa mohol po prevrate viac odviazať pokia ide o humor aj nahotu ktorou v rámci možností nešetril ani za socializmu no akosi to nevyšlo a toto pivo sa m že hrdo postaviť po boku jeho ďalšieho echtovného nepodarku menom únos moravanky za zachytenie dobovej atmosféry vrátane diskomafiána jonáčka pár skoro podarených frkov a neskrývané p vaby hlavnej predstavite ky ude ujem jednu vochranu pro toho kluka,negative,108847
nevím asi se ze mě začíná stávat polanského fanda nájemník je výborný film který umí velmi přirozeným způsobem pracovat s napětím režisér si v něm velmi působivě zahrál hlavní roli film nás provede několika paranoidními stavy při nichž si možná vzpomeneme na kafku a svérázným závěrem nás nechá tak jak jsme docela mimo,positive,7350
rozpočet miliónov tržby usa tržby celosvetovo až druhé pozretie tohto ospevovaného filmu mi prinieslo neskutočný zážitok prvý krát ma sledovanie tohto filmu na tv obrazovke moc neupútalo ale pustenie filmu cez projektor po nieko koročnom odstupe už bola úplne iná káva a výsledok sa dostavil film som zhltol zo všetkým čo ponúka ako malinu tento film je právom tak ospevovaný v prvom rade má hustú atmosféru vďaka ponúknutému príbehu z prostredia mafiánskych bosov členitosť príbehu má stále čím upútať nech sa odohráva kdeko vek k tomu výborne vytipované obsadenie od samotnéhomarlona branda al pacina jednoducho radosť pozerať tento herecký koncert všetkých zúčastnených francis ford coppolanatočil majstrovské dielo plné vyp tých scén a postáv čo konajú v zápale vyúsťujúcom v krviprelievanie,positive,1644
ideální na bolení hlavy ani becherovka nepomůže ivo trajkov natočil asi vůbec nejabsurdnější počin devadesátých let nepochopím asi nikdy co přesně chtěl říct ale jisté znaky jsou čitelné pod mixem žánrů se skrývá parodie na westerny či gangsterky s gore efekty prostředí se střídají podobně nerytmicky jako v moderních amerických parodiích a především zcela nerespektují jakýkoli koncept trajkov si pro legraci nahodil asi pět zápletek jenže s nimi vůbec nehýbe a veškerý posun souvisí s neustálým přeskupováním postav ve smyslu před minutou byl s tím za minutu s nepřítelem za další s nepřítelem nepřítele musel to být zábavný přístup během fáze natáčení protože scénář evidentně nebyl jenže tak velký tvůrce debutující trajkov není aby tím zabavil dvě hodiny a nekonečné zvraty ve stylu lipského joea se neskutečně znechutí parodování klišé romantických hudebních manýr je pak možná přesné ale neuvěřitelně toporné často pro přehrávání herců rodenův pláč trajkov žene až k nesnesení často pro celkovou tvůrčí neschopnost přitom je filmu škoda kanárská spojka je místy silně sebereflexivní a ironická přiznává že je blbá když třeba poslíček z novinami vyvolává roden už nebude hrát s trajkovem či když slyšíte zprávu o zdrcující kritice kanárské spojky v televizi vidíte možnosti navíc tento mladý tvůrce určitě není neznalý výchozí záběr se točí kolem odkazů k lawrencovi z arábie a v jedné scéně je dokonce vtipně uvozen to je don omar či rudolph valentino přičemž trajkov inscenuje jakoby němý záběr s velkým důvtipem snesitelné je i kopeckého adorování al caponeho či slovenské vsuvky ve stylu všetko má koreně u nás na dunaji jenže každá drobná perlička zapadá při vzpomínce na zbytek v němž je kopeckého a jiných matadorů málo zatímco trapný táborský s přehánějícím rodenem dominují ke konci je to tak strašná křeč a trapnost nechutnost za scénu u nuseláku že chuť na panáka becherovky spolehlivě zapudí tak zpotvořený experiment se nevidí často je to k nepochopení vzhledem k taktnímu mlčení by mě ani nepřekvapila kultovnost spojky po letech a pokud ne toto tak roden má v záloze podobně obskurní massebu nebo to bude don gio jak vidět velké množství pochybných děl čeká na objevení připíjím na zdraví budoucí fanoušci,negative,9058
ano vím že je to naprosto jiný žánr a že kromě herců a režiséra spolu ty filmy nemají nic společného ale butch cassidy a sundance kid se mi prostě líbí více podraz je dobrý film to nepopírám jenže zapůsobil by na mě ještě více kdybych ten závěrečný podfuk neuhodl hned jak s ním oba pánové začali žádné týýýjo se tedy nekonalo,positive,15046
hloupoučká primitivní a zcela zbytečná snaha michala davida o navázání na zlaté časy kdy jehodiscopříběhplnil kinosály socialistického československa dle očekávání se nepovedlo byť je to vlastně film docelaneubližný,negative,343970
tak tahle maturita by maturitu jenom těžko skládala možná tak výuční list na uklizečku v rumunském pornokině chápu že asi nemělo jít o seriózně myšlený počin ale čeho je moc až se ucho utrhne zřejmě film o mladých a pro mladé satirická nadsázka mejdanový úlet ale pan pedagogorežiséroscénarista hlouška dávno není žádným akné trpícím ušákem s kšiltovkou na veselo a tak bych hádal že by už měl mít dávno rozum a nebo ne,negative,346744
forrest gump jsem viděla poprvé dnes je rok velice jsem od něj očekávala a musím říct že mě překvapil tom hanks samozřejmě podává nepřekonatelné výkony vyprávění je samo o sobě geniální a to nemluvím o hudbě která tak nenuceně podpírá fantastický scénář myslím že filmu nejsem schopna nic vytknout protože i kdyby bylo něco špatně máte pocit že to tak má být každé slovo každý detail je poklad forrest prošel vším a všechno pochopil po svém nikdy nezapoměl na to co říkala maminka a přestože měl v životě jen čtyři lidi později pět jeho život byl zajímavý a plnohodnotný a teď v čem mě film překvapil v ostatních dojemných filmech je jedna dvě pásáže které vás rozpláčou tady jsem za celou dobu neplakala ale od začátku do konce mě něco lechtalo u srdce a v duchu jsem jásala nad každým slovem které forrest řekl to je možná důvod proč se mi film tolik líbil ty emoce byly do filmu rozlity rovnoměrně a tak divák neměl šanci začít se nudit gump se mě hluboce dotknul,positive,10135
z toho mála filmů s vlastou burianem které jsem za svůj život zatím viděl byl tenhle film jednoznačně tím nejhorším ovšem je důležité vědět jak si vůbec představit nějaký nejhorší film když je v něm vlasta burian slovo špatný nebo nejhorší je v tomto případě silně relativní ovšem pokles humoru a celého příběhu od jiných burianovských kousků je více než patrný a já prostě musím hodnocení adekvátně snížit a to až na,negative,5475
